Draw Date,Main_Numbers,Bonus,Jackpot,Winners
,"[10, 24, 29, 34, 43, 44]",9,0.0,0
,"[2, 9, 33, 36, 42, 49]",34,0.0,0
,"[8, 22, 27, 31, 50, 57]",52,0.0,0
,"[24, 31, 46, 49, 51, 57]",48,0.0,0
,"[8, 19, 30, 45, 46, 53]",4,0.0,0
,"[1, 9, 13, 37, 39, 53]",59,0.0,0
,"[6, 20, 34, 55, 56, 57]",32,0.0,0
,"[13, 21, 32, 38, 39, 57]",31,0.0,0
,"[22, 34, 39, 40, 50, 56]",28,0.0,0
,"[14, 21, 24, 35, 43, 47]",54,0.0,0
,"[18, 31, 32, 43, 49, 54]",34,0.0,0
,"[19, 20, 28, 38, 39, 56]",44,0.0,0
,"[27, 29, 36, 38, 44, 53]",14,0.0,0
,"[11, 23, 32, 38, 41, 53]",51,0.0,0
,"[10, 19, 32, 38, 41, 51]",53,0.0,0
,"[2, 11, 20, 43, 46, 49]",24,0.0,0
,"[6, 7, 17, 20, 53, 59]",35,0.0,0
,"[21, 26, 27, 45, 46, 54]",20,0.0,0
,"[4, 20, 22, 23, 31, 55]",12,0.0,0
,"[7, 13, 29, 32, 56, 58]",27,0.0,0
,"[2, 22, 27, 28, 44, 52]",23,0.0,0
,"[3, 7, 11, 33, 54, 55]",13,0.0,0
,"[16, 31, 33, 34, 35, 51]",20,0.0,0
,"[2, 4, 22, 36, 45, 46]",37,0.0,0
,"[7, 9, 39, 49, 52, 57]",22,0.0,0
,"[22, 23, 27, 34, 43, 52]",12,0.0,0
,"[13, 20, 31, 33, 36, 59]",3,0.0,0
,"[18, 23, 33, 37, 44, 59]",49,0.0,0
,"[7, 10, 20, 33, 42, 49]",2,0.0,0
,"[3, 42, 44, 52, 53, 56]",39,0.0,0
,"[16, 25, 32, 33, 34, 36]",12,0.0,0
,"[1, 17, 24, 30, 36, 59]",28,0.0,0
,"[9, 10, 11, 37, 56, 57]",44,0.0,0
,"[25, 34, 40, 47, 48, 59]",12,0.0,0
,"[8, 20, 22, 25, 30, 54]",17,0.0,0
,"[2, 14, 27, 45, 55, 57]",46,0.0,0
,"[1, 6, 10, 18, 28, 43]",35,0.0,0
,"[9, 16, 25, 29, 38, 50]",15,0.0,0
,"[3, 5, 20, 44, 45, 53]",38,0.0,0
,"[2, 30, 31, 36, 51, 58]",43,0.0,0
,"[6, 15, 21, 25, 36, 42]",58,0.0,0
,"[3, 21, 23, 38, 45, 50]",10,0.0,0
,"[7, 10, 11, 14, 15, 37]",3,0.0,0
,"[2, 15, 24, 33, 37, 44]",28,0.0,0
,"[17, 18, 21, 27, 37, 44]",41,0.0,0
,"[10, 16, 20, 21, 37, 47]",27,0.0,0
,"[14, 17, 19, 22, 30, 40]",36,0.0,0
,"[10, 22, 31, 36, 37, 47]",16,0.0,0
,"[18, 19, 23, 26, 38, 54]",8,0.0,0
,"[4, 35, 37, 44, 46, 52]",18,0.0,0
,"[3, 16, 18, 22, 46, 48]",15,0.0,0
,"[3, 19, 24, 41, 45, 47]",34,0.0,0
,"[11, 16, 21, 30, 38, 50]",43,0.0,0
,"[19, 21, 24, 41, 44, 59]",40,0.0,0
,"[19, 30, 38, 39, 51, 54]",26,0.0,0
,"[4, 23, 51, 52, 56, 57]",46,0.0,0
,"[12, 19, 23, 35, 40, 50]",48,0.0,0
,"[15, 24, 27, 34, 45, 53]",19,0.0,0
,"[14, 21, 36, 49, 52, 55]",20,0.0,0
,"[1, 2, 13, 23, 30, 53]",24,0.0,0
,"[5, 10, 22, 28, 48, 50]",38,0.0,0
,"[1, 2, 33, 38, 50, 55]",37,0.0,0
,"[12, 16, 20, 21, 28, 56]",42,0.0,0
,"[3, 4, 15, 31, 55, 58]",9,0.0,0
,"[13, 20, 26, 27, 51, 55]",39,0.0,0
,"[6, 9, 30, 47, 50, 58]",12,0.0,0
,"[16, 21, 26, 31, 38, 59]",36,0.0,0
,"[16, 23, 26, 32, 35, 59]",50,0.0,0
,"[23, 29, 37, 42, 50, 55]",49,0.0,0
,"[19, 26, 27, 31, 42, 55]",6,0.0,0
,"[3, 17, 19, 56, 57, 59]",52,0.0,0
,"[34, 39, 42, 50, 51, 57]",56,0.0,0
,"[11, 14, 39, 50, 54, 57]",41,0.0,0
,"[18, 29, 31, 34, 43, 49]",51,0.0,0
,"[24, 28, 33, 36, 42, 49]",3,0.0,0
,"[30, 31, 42, 47, 49, 57]",10,0.0,0
,"[7, 11, 34, 38, 52, 58]",18,0.0,0
,"[2, 13, 17, 40, 57, 58]",38,0.0,0
,"[8, 19, 28, 33, 41, 42]",10,0.0,0
,"[19, 24, 30, 38, 53, 55]",15,0.0,0
,"[9, 14, 30, 32, 48, 52]",34,0.0,0
,"[1, 6, 12, 30, 42, 56]",4,0.0,0
,"[1, 3, 17, 19, 29, 47]",38,0.0,0
,"[5, 10, 19, 24, 26, 49]",58,0.0,0
,"[1, 4, 12, 21, 30, 51]",57,0.0,0
,"[22, 27, 30, 37, 46, 56]",35,0.0,0
,"[5, 17, 28, 29, 33, 54]",47,0.0,0
,"[1, 9, 15, 16, 24, 25]",38,0.0,0
,"[3, 22, 23, 34, 50, 55]",8,0.0,0
,"[2, 3, 9, 27, 32, 34]",15,0.0,0
,"[15, 16, 30, 36, 44, 54]",56,0.0,0
,"[17, 28, 47, 51, 53, 54]",36,0.0,0
,"[9, 18, 31, 48, 51, 52]",19,0.0,0
,"[3, 11, 16, 34, 45, 55]",25,0.0,0
,"[1, 28, 39, 40, 45, 46]",50,0.0,0
,"[9, 24, 33, 45, 46, 53]",2,0.0,0
,"[1, 21, 43, 48, 51, 54]",27,0.0,0
,"[7, 15, 16, 37, 39, 57]",9,0.0,0
,"[13, 14, 17, 23, 34, 42]",24,0.0,0
,"[10, 13, 18, 21, 24, 27]",50,0.0,0
,"[11, 18, 23, 29, 43, 59]",54,0.0,0
,"[22, 23, 26, 34, 37, 45]",35,0.0,0
,"[12, 22, 27, 29, 43, 53]",20,0.0,0
,"[16, 22, 23, 31, 36, 58]",11,0.0,0
,"[7, 39, 43, 52, 54, 57]",55,0.0,0
,"[20, 28, 30, 38, 44, 57]",7,0.0,0
,"[5, 8, 11, 43, 51, 57]",21,0.0,0
,"[1, 5, 19, 26, 28, 45]",4,0.0,0
,"[32, 33, 34, 37, 39, 40]",25,0.0,0
,"[2, 5, 9, 19, 34, 45]",53,0.0,0
,"[12, 31, 43, 50, 52, 57]",27,0.0,0
,"[4, 25, 28, 50, 53, 58]",1,0.0,0
,"[9, 14, 18, 22, 34, 56]",2,0.0,0
,"[4, 20, 22, 32, 35, 50]",11,0.0,0
,"[4, 36, 37, 46, 56, 57]",55,0.0,0
,"[2, 9, 19, 48, 49, 52]",43,0.0,0
,"[6, 15, 28, 32, 40, 51]",44,0.0,0
,"[16, 18, 21, 30, 48, 50]",32,0.0,0
,"[19, 30, 36, 37, 47, 52]",22,0.0,0
,"[4, 16, 31, 45, 54, 55]",2,0.0,0
,"[6, 10, 13, 37, 49, 59]",14,0.0,0
,"[8, 9, 19, 33, 38, 57]",43,0.0,0
,"[7, 9, 34, 40, 51, 52]",15,0.0,0
,"[2, 10, 15, 26, 35, 41]",39,0.0,0
,"[11, 27, 39, 45, 50, 57]",21,0.0,0
,"[6, 18, 25, 33, 34, 57]",48,0.0,0
,"[17, 22, 25, 51, 54, 58]",36,0.0,0
,"[14, 31, 34, 42, 49, 56]",38,0.0,0
,"[3, 8, 25, 30, 35, 47]",59,0.0,0
,"[4, 16, 25, 29, 36, 52]",2,0.0,0
,"[2, 37, 39, 48, 51, 57]",44,0.0,0
,"[1, 10, 15, 41, 49, 55]",50,0.0,0
,"[15, 29, 39, 44, 49, 52]",11,0.0,0
,"[2, 3, 6, 7, 14, 42]",8,0.0,0
,"[10, 12, 41, 44, 46, 48]",36,0.0,0
,"[2, 8, 18, 35, 38, 56]",32,0.0,0
,"[7, 33, 35, 41, 52, 54]",14,0.0,0
,"[16, 19, 21, 26, 39, 53]",36,0.0,0
,"[13, 21, 23, 29, 32, 46]",45,0.0,0
,"[13, 17, 18, 20, 22, 43]",27,0.0,0
,"[16, 19, 29, 38, 58, 59]",41,0.0,0
,"[13, 20, 35, 43, 45, 46]",36,0.0,0
,"[4, 19, 32, 44, 46, 47]",55,0.0,0
,"[9, 17, 22, 29, 35, 49]",2,0.0,0
,"[17, 20, 21, 40, 46, 47]",48,0.0,0
,"[4, 17, 19, 31, 35, 36]",43,0.0,0
,"[15, 20, 21, 23, 34, 46]",24,0.0,0
,"[8, 13, 16, 29, 35, 48]",45,0.0,0
,"[1, 2, 21, 24, 36, 47]",52,0.0,0
,"[6, 7, 21, 39, 42, 48]",28,0.0,0
,"[3, 7, 42, 48, 55, 57]",44,0.0,0
,"[9, 32, 34, 43, 47, 57]",20,0.0,0
,"[6, 7, 26, 39, 42, 43]",54,0.0,0
,"[1, 10, 11, 12, 13, 48]",26,0.0,0
,"[9, 14, 17, 18, 22, 58]",20,0.0,0
,"[12, 21, 25, 30, 34, 47]",28,0.0,0
,"[3, 14, 16, 27, 47, 55]",58,0.0,0
,"[3, 12, 17, 25, 32, 53]",55,0.0,0
,"[23, 27, 35, 42, 45, 58]",14,0.0,0
,"[3, 8, 22, 43, 44, 54]",14,0.0,0
,"[10, 12, 21, 26, 33, 50]",1,0.0,0
,"[3, 5, 10, 41, 48, 57]",54,0.0,0
,"[11, 20, 21, 38, 40, 58]",42,0.0,0
,"[8, 15, 21, 22, 27, 39]",19,0.0,0
,"[19, 22, 24, 39, 45, 50]",10,0.0,0
,"[6, 7, 23, 38, 53, 56]",21,0.0,0
,"[9, 23, 38, 49, 50, 54]",52,0.0,0
,"[10, 16, 18, 21, 30, 32]",53,0.0,0
,"[11, 19, 21, 25, 32, 51]",4,0.0,0
,"[4, 14, 26, 30, 37, 50]",21,0.0,0
,"[28, 30, 34, 47, 48, 52]",14,0.0,0
,"[12, 23, 43, 52, 53, 58]",30,0.0,0
,"[9, 12, 14, 55, 56, 58]",41,0.0,0
,"[18, 21, 24, 30, 32, 58]",15,0.0,0
,"[2, 14, 17, 39, 40, 55]",13,0.0,0
,"[3, 24, 25, 30, 33, 45]",47,0.0,0
,"[12, 15, 49, 50, 52, 54]",35,0.0,0
,"[4, 18, 23, 31, 35, 43]",51,0.0,0
,"[12, 21, 32, 53, 56, 59]",26,0.0,0
,"[4, 14, 19, 22, 27, 47]",10,0.0,0
,"[1, 12, 14, 20, 23, 52]",19,0.0,0
,"[1, 12, 18, 28, 34, 46]",51,0.0,0
,"[14, 31, 37, 45, 47, 48]",34,0.0,0
,"[10, 12, 15, 23, 47, 58]",57,0.0,0
,"[3, 6, 8, 34, 35, 49]",58,0.0,0
,"[11, 33, 42, 50, 51, 57]",39,0.0,0
,"[17, 19, 27, 33, 48, 58]",34,0.0,0
,"[31, 34, 48, 49, 52, 53]",25,0.0,0
,"[2, 24, 33, 34, 40, 42]",25,0.0,0
,"[2, 3, 9, 48, 53, 59]",17,0.0,0
,"[18, 36, 38, 53, 54, 59]",28,0.0,0
,"[1, 7, 24, 30, 50, 58]",29,0.0,0
,"[8, 11, 12, 23, 47, 54]",57,0.0,0
,"[6, 21, 24, 30, 46, 50]",52,0.0,0
,"[19, 26, 30, 40, 56, 58]",21,0.0,0
,"[3, 15, 33, 35, 54, 58]",43,0.0,0
,"[10, 20, 26, 49, 50, 52]",37,0.0,0
,"[5, 37, 40, 42, 49, 56]",6,0.0,0
,"[22, 24, 27, 28, 31, 43]",6,0.0,0
,"[6, 15, 17, 25, 45, 58]",30,0.0,0
,"[20, 22, 27, 35, 37, 55]",16,0.0,0
,"[17, 18, 24, 29, 37, 54]",12,0.0,0
,"[5, 15, 18, 20, 26, 50]",1,0.0,0
,"[3, 20, 32, 45, 52, 56]",37,0.0,0
,"[20, 21, 24, 28, 35, 46]",34,0.0,0
,"[4, 5, 7, 12, 34, 51]",1,0.0,0
,"[1, 9, 15, 34, 38, 54]",37,0.0,0
,"[3, 12, 27, 34, 39, 57]",54,0.0,0
,"[2, 9, 12, 29, 46, 53]",37,0.0,0
,"[7, 17, 20, 23, 24, 41]",11,0.0,0
,"[15, 38, 40, 42, 47, 57]",13,0.0,0
,"[12, 13, 37, 42, 50, 52]",59,0.0,0
,"[3, 9, 32, 36, 40, 49]",29,0.0,0
,"[8, 9, 35, 50, 55, 56]",58,0.0,0
,"[3, 12, 19, 23, 29, 33]",44,0.0,0
,"[5, 11, 20, 37, 56, 57]",50,0.0,0
,"[24, 29, 33, 41, 45, 53]",19,0.0,0
,"[3, 12, 13, 33, 40, 56]",34,0.0,0
,"[26, 35, 41, 42, 46, 52]",55,0.0,0
,"[14, 17, 35, 44, 46, 57]",25,0.0,0
,"[12, 19, 37, 43, 56, 57]",54,0.0,0
,"[12, 19, 31, 42, 49, 55]",51,0.0,0
,"[4, 7, 22, 28, 52, 56]",47,0.0,0
,"[26, 29, 36, 42, 49, 50]",43,0.0,0
,"[4, 7, 9, 19, 47, 53]",2,0.0,0
,"[1, 10, 25, 28, 36, 53]",56,0.0,0
,"[12, 19, 24, 32, 44, 59]",13,0.0,0
,"[3, 14, 16, 23, 24, 58]",37,0.0,0
,"[5, 16, 26, 32, 42, 48]",9,0.0,0
,"[3, 10, 26, 39, 53, 57]",20,0.0,0
,"[10, 16, 17, 23, 38, 47]",34,0.0,0
,"[26, 28, 39, 43, 51, 59]",4,0.0,0
,"[8, 17, 30, 35, 42, 55]",11,0.0,0
,"[8, 25, 29, 39, 52, 53]",44,0.0,0
,"[4, 6, 24, 25, 26, 50]",38,0.0,0
,"[5, 9, 15, 48, 50, 54]",43,0.0,0
,"[7, 20, 23, 28, 40, 55]",32,0.0,0
,"[3, 10, 12, 40, 44, 59]",49,0.0,0
,"[14, 16, 19, 22, 28, 51]",29,0.0,0
,"[3, 4, 6, 30, 45, 57]",16,0.0,0
,"[8, 9, 20, 38, 44, 53]",18,0.0,0
,"[2, 5, 16, 46, 49, 50]",53,0.0,0
,"[1, 20, 33, 41, 50, 51]",34,0.0,0
,"[1, 4, 8, 16, 23, 26]",19,0.0,0
,"[27, 50, 51, 56, 58, 59]",41,0.0,0
,"[6, 22, 31, 38, 40, 59]",58,0.0,0
,"[12, 16, 18, 29, 42, 58]",47,0.0,0
,"[4, 6, 23, 35, 53, 57]",16,0.0,0
,"[7, 18, 31, 32, 37, 55]",14,0.0,0
,"[1, 16, 24, 25, 43, 56]",3,0.0,0
,"[13, 29, 38, 39, 42, 49]",40,0.0,0
,"[3, 13, 21, 30, 36, 45]",18,0.0,0
,"[23, 34, 38, 39, 43, 50]",33,0.0,0
,"[4, 8, 15, 45, 46, 48]",22,0.0,0
,"[5, 19, 38, 40, 43, 56]",33,0.0,0
,"[19, 34, 37, 51, 53, 56]",9,0.0,0
,"[22, 25, 30, 31, 34, 47]",38,0.0,0
,"[29, 31, 46, 49, 54, 59]",8,0.0,0
,"[7, 18, 21, 26, 28, 53]",23,0.0,0
,"[4, 17, 35, 38, 40, 50]",15,0.0,0
,"[4, 12, 17, 42, 45, 57]",38,0.0,0
,"[10, 17, 25, 35, 43, 49]",46,0.0,0
,"[15, 30, 31, 40, 47, 59]",44,0.0,0
,"[4, 6, 10, 11, 28, 58]",51,0.0,0
,"[7, 29, 32, 38, 45, 52]",50,0.0,0
,"[20, 33, 36, 38, 40, 58]",14,0.0,0
,"[2, 7, 8, 18, 53, 57]",32,0.0,0
,"[11, 32, 37, 50, 54, 56]",18,0.0,0
,"[1, 3, 21, 23, 34, 58]",44,0.0,0
,"[3, 14, 24, 37, 46, 48]",18,0.0,0
,"[2, 11, 14, 23, 36, 39]",56,0.0,0
,"[4, 13, 14, 22, 50, 57]",15,0.0,0
,"[3, 4, 16, 24, 34, 57]",44,0.0,0
,"[3, 7, 36, 45, 48, 58]",54,0.0,0
,"[8, 11, 19, 20, 31, 41]",30,0.0,0
,"[27, 30, 32, 33, 39, 52]",37,0.0,0
,"[11, 33, 35, 40, 44, 51]",34,0.0,0
,"[8, 24, 32, 33, 39, 44]",16,0.0,0
,"[19, 22, 25, 35, 37, 42]",31,0.0,0
,"[3, 9, 15, 19, 31, 52]",50,0.0,0
,"[11, 13, 28, 30, 52, 57]",44,0.0,0
,"[11, 15, 27, 31, 35, 49]",26,0.0,0
,"[23, 25, 30, 41, 47, 58]",39,0.0,0
,"[3, 5, 18, 42, 46, 58]",31,0.0,0
,"[19, 23, 25, 42, 50, 57]",49,0.0,0
,"[9, 18, 26, 27, 29, 59]",15,0.0,0
,"[9, 12, 31, 49, 53, 55]",5,0.0,0
,"[1, 3, 31, 42, 45, 51]",11,0.0,0
,"[2, 3, 9, 35, 42, 58]",22,0.0,0
,"[1, 14, 29, 51, 56, 57]",54,0.0,0
,"[1, 9, 13, 38, 49, 54]",59,0.0,0
,"[2, 7, 28, 39, 54, 58]",10,0.0,0
,"[3, 7, 22, 46, 53, 55]",48,0.0,0
,"[4, 8, 15, 16, 33, 58]",6,0.0,0
,"[6, 8, 18, 31, 39, 40]",50,0.0,0
,"[17, 20, 21, 38, 56, 59]",10,0.0,0
,"[4, 12, 27, 30, 35, 44]",37,0.0,0
,"[7, 10, 16, 20, 56, 59]",1,0.0,0
,"[3, 5, 18, 42, 46, 48]",27,0.0,0
,"[9, 11, 30, 32, 36, 45]",18,0.0,0
,"[26, 31, 34, 44, 50, 55]",30,0.0,0
,"[19, 23, 25, 32, 35, 46]",5,0.0,0
,"[10, 20, 23, 24, 29, 44]",33,0.0,0
,"[15, 16, 38, 41, 52, 55]",59,0.0,0
,"[18, 21, 34, 37, 46, 58]",19,0.0,0
,"[14, 33, 42, 47, 53, 57]",54,0.0,0
,"[11, 16, 21, 26, 28, 54]",4,0.0,0
,"[1, 26, 27, 28, 33, 37]",38,0.0,0
,"[10, 12, 34, 37, 53, 54]",29,0.0,0
,"[1, 3, 14, 31, 48, 53]",23,0.0,0
,"[5, 19, 20, 42, 43, 57]",15,0.0,0
,"[2, 9, 35, 37, 45, 49]",52,0.0,0
,"[6, 20, 21, 36, 45, 52]",31,0.0,0
,"[2, 6, 12, 18, 46, 51]",36,0.0,0
,"[3, 28, 30, 46, 50, 59]",24,0.0,0
,"[2, 5, 12, 42, 43, 57]",28,0.0,0
,"[4, 11, 25, 50, 51, 52]",10,0.0,0
,"[4, 7, 8, 14, 24, 52]",27,0.0,0
,"[8, 10, 23, 34, 54, 57]",58,0.0,0
,"[6, 11, 12, 23, 26, 39]",32,0.0,0
,"[5, 9, 17, 30, 44, 55]",11,0.0,0
,"[23, 40, 44, 47, 50, 58]",51,0.0,0
,"[6, 8, 9, 10, 41, 43]",14,0.0,0
,"[12, 15, 16, 18, 19, 25]",51,0.0,0
,"[10, 13, 21, 25, 47, 57]",20,0.0,0
,"[3, 16, 32, 37, 45, 54]",6,0.0,0
,"[6, 14, 18, 26, 29, 37]",38,0.0,0
,"[5, 21, 33, 55, 56, 57]",36,0.0,0
,"[4, 6, 8, 12, 27, 58]",19,0.0,0
,"[2, 23, 26, 35, 49, 59]",24,0.0,0
,"[4, 24, 29, 45, 48, 55]",3,0.0,0
,"[1, 3, 23, 26, 38, 51]",33,0.0,0
,"[10, 18, 41, 45, 54, 55]",12,0.0,0
,"[3, 4, 5, 15, 35, 53]",32,0.0,0
,"[19, 21, 25, 27, 36, 38]",8,0.0,0
,"[5, 7, 16, 19, 20, 30]",31,0.0,0
,"[5, 9, 19, 23, 49, 52]",26,0.0,0
,"[8, 24, 33, 44, 47, 56]",29,0.0,0
,"[2, 24, 35, 37, 39, 47]",5,0.0,0
,"[4, 10, 15, 41, 44, 58]",59,0.0,0
,"[12, 19, 28, 52, 54, 59]",35,0.0,0
,"[1, 3, 5, 13, 20, 39]",37,0.0,0
,"[3, 4, 21, 30, 47, 57]",31,0.0,0
,"[2, 3, 18, 20, 47, 56]",50,0.0,0
,"[8, 13, 28, 35, 39, 56]",48,0.0,0
,"[4, 5, 7, 37, 41, 49]",15,0.0,0
,"[12, 15, 21, 35, 52, 56]",7,0.0,0
,"[8, 9, 13, 25, 39, 53]",41,0.0,0
,"[12, 13, 18, 29, 30, 40]",59,0.0,0
,"[5, 6, 14, 41, 42, 57]",3,0.0,0
,"[15, 22, 23, 37, 45, 53]",48,0.0,0
,"[4, 13, 14, 20, 37, 59]",52,0.0,0
,"[7, 18, 20, 44, 47, 50]",32,0.0,0
,"[23, 25, 28, 41, 44, 49]",30,0.0,0
,"[5, 30, 33, 47, 56, 59]",13,0.0,0
,"[27, 38, 41, 51, 57, 58]",53,0.0,0
,"[12, 15, 21, 45, 51, 52]",28,0.0,0
,"[17, 27, 39, 49, 51, 59]",35,0.0,0
,"[15, 20, 24, 32, 50, 58]",7,0.0,0
,"[7, 11, 24, 32, 48, 55]",14,0.0,0
,"[11, 14, 40, 49, 54, 55]",34,0.0,0
,"[4, 11, 15, 17, 38, 49]",18,0.0,0
,"[4, 18, 33, 36, 40, 48]",22,0.0,0
,"[3, 5, 17, 21, 22, 57]",19,0.0,0
,"[5, 14, 15, 29, 30, 33]",24,0.0,0
,"[5, 12, 14, 33, 36, 47]",40,0.0,0
,"[27, 32, 35, 49, 53, 54]",55,0.0,0
,"[2, 4, 8, 10, 36, 43]",51,0.0,0
,"[4, 19, 31, 39, 40, 58]",50,0.0,0
,"[28, 36, 53, 54, 56, 58]",20,0.0,0
,"[4, 21, 34, 35, 52, 59]",47,0.0,0
,"[5, 12, 22, 36, 39, 40]",59,0.0,0
,"[1, 5, 21, 25, 32, 39]",57,0.0,0
,"[20, 22, 44, 45, 56, 59]",31,0.0,0
,"[8, 13, 18, 25, 46, 59]",42,0.0,0
,"[10, 21, 25, 28, 31, 52]",48,0.0,0
,"[2, 6, 21, 30, 44, 48]",46,0.0,0
,"[3, 5, 10, 40, 44, 49]",35,0.0,0
,"[8, 18, 29, 33, 42, 47]",14,0.0,0
,"[18, 25, 29, 38, 41, 55]",51,0.0,0
,"[12, 21, 27, 33, 42, 49]",37,0.0,0
,"[3, 13, 16, 34, 43, 57]",39,0.0,0
,"[1, 11, 13, 38, 40, 46]",57,0.0,0
,"[13, 24, 37, 45, 46, 56]",50,0.0,0
,"[6, 15, 23, 26, 53, 59]",4,0.0,0
,"[7, 11, 24, 35, 37, 55]",44,0.0,0
,"[7, 9, 15, 24, 42, 57]",56,0.0,0
,"[31, 35, 43, 51, 54, 59]",44,0.0,0
,"[2, 4, 13, 19, 31, 38]",26,0.0,0
,"[2, 12, 14, 18, 24, 38]",43,0.0,0
,"[23, 31, 34, 37, 50, 59]",29,0.0,0
,"[6, 8, 26, 30, 36, 37]",57,0.0,0
,"[6, 8, 22, 50, 53, 57]",41,0.0,0
,"[10, 17, 21, 34, 42, 45]",37,0.0,0
